\text version='5' \,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10323,,0,,1497,0,確定05月配信【1】ﾄﾞｺﾓ ｽｺﾞ得(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10324,,0,,561,0,確定05月配信【1】ﾄﾞｺﾓ ｽｺﾞ得(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10325,,0,,7676,0,確定05月配信【1】ﾄﾞｺﾓ ｽｺﾞ得(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10326,,0,,2246,0,確定05月配信【1】ﾄﾞｺﾓ ｽｺﾞ得(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10330,,0,,9361,0,確定05月配信【1】ﾄﾞｺﾓ ｽｺﾞ得(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,000,,5413,,2,,Q5,,564128,0,1,0,,3120,,10005,,0,,56,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10006,,0,,451,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10009,,0,,5253,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10010,,0,,2259,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10013,,0,,2485,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10015,,0,,14517,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10018,,0,,17906,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10019,,0,,3445,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10020,,0,,25080,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10021,,0,,338,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10023,,0,,1807,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10024,,0,,734,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10026,,0,,960,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10033,,0,,14969,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10035,,0,,2315,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10039,,0,,2767,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10041,,0,,112,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10042,,0,,56,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10052,,0,,847,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10053,,0,,6213,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10056,,0,,56,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10059,,0,,2654,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10060,,0,,621,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10061,,0,,395,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10062,,0,,18527,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10063,,0,,56,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10064,,0,,4857,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10065,,0,,112,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10068,,0,,112,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10075,,0,,2654,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10081,,0,,6439,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10084,,0,,960,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10086,,0,,7682,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10090,,0,,903,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10093,,0,,677,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10096,,0,,112,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10098,,0,,338,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10099,,0,,4236,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10102,,0,,2315,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10103,,0,,169,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10104,,0,,3954,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10110,,0,,1129,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10113,,0,,56,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10116,,0,,169,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10117,,0,,1525,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10118,,0,,9941,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10138,,0,,395,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10140,,0,,225,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10146,,0,,2033,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10150,,0,,1525,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10153,,0,,19939,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10174,,0,,4575,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10205,,0,,338,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10210,,0,,112,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10218,,0,,9207,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10219,,0,,6552,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10229,,0,,9489,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10232,,0,,9998,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10236,,0,,1355,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10238,,0,,9546,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10246,,0,,4123,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10257,,0,,1581,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10258,,0,,2598,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10259,,0,,56,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10260,,0,,11014,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10262,,0,,56,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10264,,0,,1977,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10266,,0,,13443,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10267,,0,,734,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10270,,0,,35360,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10272,,0,,56,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10273,,0,,3276,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10274,,0,,508,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10275,,0,,16381,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10276,,0,,13330,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10277,,0,,2767,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10278,,0,,56,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10279,,0,,56,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10280,,0,,1299,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10281,,0,,12596,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10282,,0,,56,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10283,,0,,17567,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10284,,0,,1299,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10285,,0,,4462,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10286,,0,,13443,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10287,,0,,56,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10289,,0,,1129,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10290,,0,,282,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10292,,0,,9885,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10293,,0,,4857,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10294,,0,,5083,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10295,,0,,282,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10298,,0,,28695,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10299,,0,,1694,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10302,,0,,1920,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10304,,0,,4518,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10306,,0,,30446,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10307,,0,,6608,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10308,,0,,56,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10311,,0,,9941,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10313,,0,,9433,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10318,,0,,8755,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10319,,0,,5196,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10320,,0,,4236,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10321,,0,,2202,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10322,,0,,56,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10323,,0,,2259,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10324,,0,,2767,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10325,,0,,3502,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10326,,0,,169,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10330,,0,,11184,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
20210731,,21,0,1,,,,,,,,,,,1,0,,3120,,10331,,0,,2315,0,確定06月配信【3】auｽﾏｰﾄﾊﾟｽ(有名ｽﾀﾝﾌﾟ)　仕入,,,1,,,,,,,,,,,,
